Gruppe Beskrivelse,Gruppe,Uddannelseskategori,Personer,År Tab35_36,Inddeling,Bydel,Herkomst,Køn
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Mellemlang videregående,10,2014,Bydele,Vanløse,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Bachelor,5,2014,Bydele,Vanløse,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Bachelor,7,2014,Bydele,Vanløse,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Lang videregående,6,2014,Bydele,Vanløse,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Lang videregående,7,2014,Bydele,Vanløse,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Grundskole mv.,335,2014,Bydele,Vanløse,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Grundskole mv.,170,2014,Bydele,Vanløse,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Almen gymnasial,163,2014,Bydele,Vanløse,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Almen gymnasial,135,2014,Bydele,Vanløse,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Erhvervsgymnasial,65,2014,Bydele,Vanløse,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Erhvervsgymnasial,40,2014,Bydele,Vanløse,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Erhvervsfaglig,673,2014,Bydele,Vanløse,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Erhvervsfaglig,420,2014,Bydele,Vanløse,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Kort videregående,170,2014,Bydele,Vanløse,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Kort videregående,114,2014,Bydele,Vanløse,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Mellemlang videregående,416,2014,Bydele,Vanløse,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Mellemlang videregående,717,2014,Bydele,Vanløse,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Bachelor,138,2014,Bydele,Vanløse,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Bachelor,146,2014,Bydele,Vanløse,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Lang videregående,707,2014,Bydele,Vanløse,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Lang videregående,778,2014,Bydele,Vanløse,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Grundskole mv.,367,2014,Bydele,Vanløse,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Grundskole mv.,302,2014,Bydele,Vanløse,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Almen gymnasial,26,2014,Bydele,Vanløse,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Almen gymnasial,46,2014,Bydele,Vanløse,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Erhvervsgymnasial,1,2014,Bydele,Vanløse,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Erhvervsgymnasial,1,2014,Bydele,Vanløse,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Erhvervsfaglig,59,2014,Bydele,Vanløse,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Erhvervsfaglig,84,2014,Bydele,Vanløse,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Kort videregående,21,2014,Bydele,Vanløse,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Kort videregående,16,2014,Bydele,Vanløse,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Mellemlang videregående,30,2014,Bydele,Vanløse,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Mellemlang videregående,63,2014,Bydele,Vanløse,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Bachelor,17,2014,Bydele,Vanløse,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Bachelor,13,2014,Bydele,Vanløse,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Lang videregående,89,2014,Bydele,Vanløse,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Lang videregående,83,2014,Bydele,Vanløse,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Grundskole mv.,29,2014,Bydele,Vanløse,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Grundskole mv.,20,2014,Bydele,Vanløse,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Almen gymnasial,8,2014,Bydele,Vanløse,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Almen gymnasial,5,2014,Bydele,Vanløse,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Erhvervsgymnasial,3,2014,Bydele,Vanløse,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Erhvervsgymnasial,1,2014,Bydele,Vanløse,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Erhvervsfaglig,16,2014,Bydele,Vanløse,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Erhvervsfaglig,29,2014,Bydele,Vanløse,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Kort videregående,5,2014,Bydele,Vanløse,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Kort videregående,5,2014,Bydele,Vanløse,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Mellemlang videregående,8,2014,Bydele,Vanløse,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Mellemlang videregående,13,2014,Bydele,Vanløse,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Bachelor,1,2014,Bydele,Vanløse,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Bachelor,5,2014,Bydele,Vanløse,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Lang videregående,12,2014,Bydele,Vanløse,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Lang videregående,6,2014,Bydele,Vanløse,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Grundskole mv.,683,2014,Bydele,Vanløse,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Grundskole mv.,543,2014,Bydele,Vanløse,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Almen gymnasial,268,2014,Bydele,Vanløse,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Almen gymnasial,219,2014,Bydele,Vanløse,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Erhvervsgymnasial,73,2014,Bydele,Vanløse,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Erhvervsgymnasial,60,2014,Bydele,Vanløse,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Erhvervsfaglig,1242,2014,Bydele,Vanløse,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Erhvervsfaglig,1114,2014,Bydele,Vanløse,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Kort videregående,226,2014,Bydele,Vanløse,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Kort videregående,173,2014,Bydele,Vanløse,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Mellemlang videregående,617,2014,Bydele,Vanløse,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Mellemlang videregående,1250,2014,Bydele,Vanløse,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Bachelor,123,2014,Bydele,Vanløse,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Bachelor,111,2014,Bydele,Vanløse,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Lang videregående,931,2014,Bydele,Vanløse,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Lang videregående,840,2014,Bydele,Vanløse,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Grundskole mv.,283,2014,Bydele,Vanløse,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Grundskole mv.,271,2014,Bydele,Vanløse,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Almen gymnasial,72,2014,Bydele,Vanløse,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Almen gymnasial,47,2014,Bydele,Vanløse,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Erhvervsgymnasial,3,2014,Bydele,Vanløse,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Erhvervsfaglig,172,2014,Bydele,Vanløse,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Erhvervsfaglig,154,2014,Bydele,Vanløse,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Kort videregående,52,2014,Bydele,Vanløse,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Kort videregående,31,2014,Bydele,Vanløse,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Mellemlang videregående,86,2014,Bydele,Vanløse,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Mellemlang videregående,83,2014,Bydele,Vanløse,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Bachelor,3,2014,Bydele,Vanløse,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Bachelor,10,2014,Bydele,Vanløse,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Lang videregående,79,2014,Bydele,Vanløse,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Lang videregående,68,2014,Bydele,Vanløse,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Grundskole mv.,2,2014,Bydele,Vanløse,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Grundskole mv.,9,2014,Bydele,Vanløse,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Almen gymnasial,3,2014,Bydele,Vanløse,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Almen gymnasial,3,2014,Bydele,Vanløse,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Erhvervsfaglig,1,2014,Bydele,Vanløse,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Erhvervsfaglig,7,2014,Bydele,Vanløse,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Mellemlang videregående,3,2014,Bydele,Vanløse,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Mellemlang videregående,5,2014,Bydele,Vanløse,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Bachelor,1,2014,Bydele,Vanløse,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Lang videregående,2,2014,Bydele,Vanløse,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Lang videregående,5,2014,Bydele,Vanløse,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Grundskole mv.,222,2014,Bydele,Vanløse,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Grundskole mv.,254,2014,Bydele,Vanløse,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Almen gymnasial,71,2014,Bydele,Vanløse,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Almen gymnasial,36,2014,Bydele,Vanløse,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Erhvervsgymnasial,2,2014,Bydele,Vanløse,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Erhvervsgymnasial,2,2014,Bydele,Vanløse,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Erhvervsfaglig,427,2014,Bydele,Vanløse,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Erhvervsfaglig,392,2014,Bydele,Vanløse,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Kort videregående,24,2014,Bydele,Vanløse,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Kort videregående,41,2014,Bydele,Vanløse,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Mellemlang videregående,200,2014,Bydele,Vanløse,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Mellemlang videregående,359,2014,Bydele,Vanløse,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Bachelor,16,2014,Bydele,Vanløse,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Bachelor,25,2014,Bydele,Vanløse,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Lang videregående,190,2014,Bydele,Vanløse,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Lang videregående,124,2014,Bydele,Vanløse,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Grundskole mv.,32,2014,Bydele,Vanløse,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Grundskole mv.,26,2014,Bydele,Vanløse,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Almen gymnasial,16,2014,Bydele,Vanløse,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Almen gymnasial,15,2014,Bydele,Vanløse,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Erhvervsfaglig,40,2014,Bydele,Vanløse,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Erhvervsfaglig,28,2014,Bydele,Vanløse,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Kort videregående,7,2014,Bydele,Vanløse,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Kort videregående,13,2014,Bydele,Vanløse,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Mellemlang videregående,25,2014,Bydele,Vanløse,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Mellemlang videregående,21,2014,Bydele,Vanløse,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Bachelor,2,2014,Bydele,Vanløse,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Bachelor,1,2014,Bydele,Vanløse,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Lang videregående,12,2014,Bydele,Vanløse,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Lang videregående,15,2014,Bydele,Vanløse,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Grundskole mv.,1,2014,Bydele,Vanløse,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Erhvervsfaglig,1,2014,Bydele,Vanløse,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Erhvervsfaglig,1,2014,Bydele,Vanløse,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Mellemlang videregående,1,2014,Bydele,Vanløse,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,16-17 år,Grundskole mv.,245,2014,Bydele,Vesterbro/Kongens Enghave,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,16-17 år,Grundskole mv.,263,2014,Bydele,Vesterbro/Kongens Enghave,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,16-17 år,Grundskole mv.,21,2014,Bydele,Vesterbro/Kongens Enghave,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,16-17 år,Grundskole mv.,16,2014,Bydele,Vesterbro/Kongens Enghave,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,16-17 år,Grundskole mv.,63,2014,Bydele,Vesterbro/Kongens Enghave,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,16-17 år,Grundskole mv.,70,2014,Bydele,Vesterbro/Kongens Enghave,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Grundskole mv.,236,2014,Bydele,Vesterbro/Kongens Enghave,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Grundskole mv.,237,2014,Bydele,Vesterbro/Kongens Enghave,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Almen gymnasial,35,2014,Bydele,Vesterbro/Kongens Enghave,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Almen gymnasial,70,2014,Bydele,Vesterbro/Kongens Enghave,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Erhvervsgymnasial,8,2014,Bydele,Vesterbro/Kongens Enghave,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Erhvervsgymnasial,6,2014,Bydele,Vesterbro/Kongens Enghave,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Erhvervsfaglig,2,2014,Bydele,Vesterbro/Kongens Enghave,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Grundskole mv.,35,2014,Bydele,Vesterbro/Kongens Enghave,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Grundskole mv.,52,2014,Bydele,Vesterbro/Kongens Enghave,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Almen gymnasial,3,2014,Bydele,Vesterbro/Kongens Enghave,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Almen gymnasial,3,2014,Bydele,Vesterbro/Kongens Enghave,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Erhvervsgymnasial,1,2014,Bydele,Vesterbro/Kongens Enghave,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Grundskole mv.,71,2014,Bydele,Vesterbro/Kongens Enghave,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Grundskole mv.,49,2014,Bydele,Vesterbro/Kongens Enghave,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Almen gymnasial,10,2014,Bydele,Vesterbro/Kongens Enghave,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Almen gymnasial,15,2014,Bydele,Vesterbro/Kongens Enghave,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Erhvervsgymnasial,1,2014,Bydele,Vesterbro/Kongens Enghave,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Grundskole mv.,380,2014,Bydele,Vesterbro/Kongens Enghave,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Grundskole mv.,358,2014,Bydele,Vesterbro/Kongens Enghave,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Almen gymnasial,964,2014,Bydele,Vesterbro/Kongens Enghave,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Almen gymnasial,1663,2014,Bydele,Vesterbro/Kongens Enghave,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Erhvervsgymnasial,233,2014,Bydele,Vesterbro/Kongens Enghave,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Erhvervsgymnasial,185,2014,Bydele,Vesterbro/Kongens Enghave,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Erhvervsfaglig,219,2014,Bydele,Vesterbro/Kongens Enghave,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Erhvervsfaglig,196,2014,Bydele,Vesterbro/Kongens Enghave,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Kort videregående,32,2014,Bydele,Vesterbro/Kongens Enghave,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Kort videregående,58,2014,Bydele,Vesterbro/Kongens Enghave,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Mellemlang videregående,22,2014,Bydele,Vesterbro/Kongens Enghave,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Mellemlang videregående,41,2014,Bydele,Vesterbro/Kongens Enghave,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Bachelor,157,2014,Bydele,Vesterbro/Kongens Enghave,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Bachelor,264,2014,Bydele,Vesterbro/Kongens Enghave,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Lang videregående,5,2014,Bydele,Vesterbro/Kongens Enghave,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Lang videregående,4,2014,Bydele,Vesterbro/Kongens Enghave,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Grundskole mv.,282,2014,Bydele,Vesterbro/Kongens Enghave,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Grundskole mv.,436,2014,Bydele,Vesterbro/Kongens Enghave,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Almen gymnasial,25,2014,Bydele,Vesterbro/Kongens Enghave,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Almen gymnasial,38,2014,Bydele,Vesterbro/Kongens Enghave,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Erhvervsgymnasial,11,2014,Bydele,Vesterbro/Kongens Enghave,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Erhvervsgymnasial,5,2014,Bydele,Vesterbro/Kongens Enghave,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Erhvervsfaglig,4,2014,Bydele,Vesterbro/Kongens Enghave,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Erhvervsfaglig,9,2014,Bydele,Vesterbro/Kongens Enghave,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Kort videregående,7,2014,Bydele,Vesterbro/Kongens Enghave,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Kort videregående,10,2014,Bydele,Vesterbro/Kongens Enghave,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Mellemlang videregående,3,2014,Bydele,Vesterbro/Kongens Enghave,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Mellemlang videregående,5,2014,Bydele,Vesterbro/Kongens Enghave,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Bachelor,21,2014,Bydele,Vesterbro/Kongens Enghave,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Bachelor,26,2014,Bydele,Vesterbro/Kongens Enghave,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Lang videregående,2,2014,Bydele,Vesterbro/Kongens Enghave,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Grundskole mv.,81,2014,Bydele,Vesterbro/Kongens Enghave,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Grundskole mv.,68,2014,Bydele,Vesterbro/Kongens Enghave,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Almen gymnasial,43,2014,Bydele,Vesterbro/Kongens Enghave,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Almen gymnasial,69,2014,Bydele,Vesterbro/Kongens Enghave,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Erhvervsgymnasial,28,2014,Bydele,Vesterbro/Kongens Enghave,Efterkommere,Mænd
