Gruppe Beskrivelse,Gruppe,Uddannelseskategori,Personer,År Tab35_36,Inddeling,Bydel,Herkomst,Køn
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Erhvervsgymnasial,117,2014,Bydele,Nørrebro,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Erhvervsgymnasial,49,2014,Bydele,Nørrebro,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Erhvervsfaglig,967,2014,Bydele,Nørrebro,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Erhvervsfaglig,541,2014,Bydele,Nørrebro,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Kort videregående,272,2014,Bydele,Nørrebro,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Kort videregående,206,2014,Bydele,Nørrebro,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Mellemlang videregående,941,2014,Bydele,Nørrebro,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Mellemlang videregående,1419,2014,Bydele,Nørrebro,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Bachelor,560,2014,Bydele,Nørrebro,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Bachelor,507,2014,Bydele,Nørrebro,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Lang videregående,2302,2014,Bydele,Nørrebro,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Lang videregående,2422,2014,Bydele,Nørrebro,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Grundskole mv.,1095,2014,Bydele,Nørrebro,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Grundskole mv.,903,2014,Bydele,Nørrebro,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Almen gymnasial,121,2014,Bydele,Nørrebro,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Almen gymnasial,143,2014,Bydele,Nørrebro,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Erhvervsgymnasial,14,2014,Bydele,Nørrebro,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Erhvervsgymnasial,7,2014,Bydele,Nørrebro,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Erhvervsfaglig,154,2014,Bydele,Nørrebro,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Erhvervsfaglig,245,2014,Bydele,Nørrebro,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Kort videregående,54,2014,Bydele,Nørrebro,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Kort videregående,44,2014,Bydele,Nørrebro,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Mellemlang videregående,88,2014,Bydele,Nørrebro,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Mellemlang videregående,128,2014,Bydele,Nørrebro,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Bachelor,58,2014,Bydele,Nørrebro,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Bachelor,80,2014,Bydele,Nørrebro,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Lang videregående,234,2014,Bydele,Nørrebro,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Lang videregående,257,2014,Bydele,Nørrebro,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Grundskole mv.,92,2014,Bydele,Nørrebro,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Grundskole mv.,62,2014,Bydele,Nørrebro,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Almen gymnasial,17,2014,Bydele,Nørrebro,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Almen gymnasial,18,2014,Bydele,Nørrebro,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Erhvervsgymnasial,5,2014,Bydele,Nørrebro,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Erhvervsgymnasial,8,2014,Bydele,Nørrebro,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Erhvervsfaglig,26,2014,Bydele,Nørrebro,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Erhvervsfaglig,39,2014,Bydele,Nørrebro,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Kort videregående,15,2014,Bydele,Nørrebro,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Kort videregående,16,2014,Bydele,Nørrebro,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Mellemlang videregående,34,2014,Bydele,Nørrebro,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Mellemlang videregående,31,2014,Bydele,Nørrebro,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Bachelor,16,2014,Bydele,Nørrebro,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Bachelor,14,2014,Bydele,Nørrebro,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Lang videregående,49,2014,Bydele,Nørrebro,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Lang videregående,44,2014,Bydele,Nørrebro,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Grundskole mv.,1120,2014,Bydele,Nørrebro,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Grundskole mv.,806,2014,Bydele,Nørrebro,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Almen gymnasial,499,2014,Bydele,Nørrebro,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Almen gymnasial,327,2014,Bydele,Nørrebro,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Erhvervsgymnasial,77,2014,Bydele,Nørrebro,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Erhvervsgymnasial,46,2014,Bydele,Nørrebro,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Erhvervsfaglig,1198,2014,Bydele,Nørrebro,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Erhvervsfaglig,872,2014,Bydele,Nørrebro,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Kort videregående,187,2014,Bydele,Nørrebro,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Kort videregående,139,2014,Bydele,Nørrebro,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Mellemlang videregående,704,2014,Bydele,Nørrebro,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Mellemlang videregående,1237,2014,Bydele,Nørrebro,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Bachelor,210,2014,Bydele,Nørrebro,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Bachelor,198,2014,Bydele,Nørrebro,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Lang videregående,1036,2014,Bydele,Nørrebro,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Lang videregående,973,2014,Bydele,Nørrebro,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Grundskole mv.,983,2014,Bydele,Nørrebro,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Grundskole mv.,1007,2014,Bydele,Nørrebro,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Almen gymnasial,273,2014,Bydele,Nørrebro,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Almen gymnasial,251,2014,Bydele,Nørrebro,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Erhvervsgymnasial,6,2014,Bydele,Nørrebro,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Erhvervsgymnasial,2,2014,Bydele,Nørrebro,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Erhvervsfaglig,623,2014,Bydele,Nørrebro,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Erhvervsfaglig,460,2014,Bydele,Nørrebro,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Kort videregående,157,2014,Bydele,Nørrebro,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Kort videregående,106,2014,Bydele,Nørrebro,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Mellemlang videregående,258,2014,Bydele,Nørrebro,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Mellemlang videregående,225,2014,Bydele,Nørrebro,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Bachelor,27,2014,Bydele,Nørrebro,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Bachelor,19,2014,Bydele,Nørrebro,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Lang videregående,234,2014,Bydele,Nørrebro,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Lang videregående,164,2014,Bydele,Nørrebro,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Grundskole mv.,16,2014,Bydele,Nørrebro,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Grundskole mv.,21,2014,Bydele,Nørrebro,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Almen gymnasial,5,2014,Bydele,Nørrebro,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Almen gymnasial,6,2014,Bydele,Nørrebro,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Erhvervsfaglig,9,2014,Bydele,Nørrebro,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Erhvervsfaglig,11,2014,Bydele,Nørrebro,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Kort videregående,1,2014,Bydele,Nørrebro,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Kort videregående,1,2014,Bydele,Nørrebro,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Mellemlang videregående,6,2014,Bydele,Nørrebro,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Mellemlang videregående,7,2014,Bydele,Nørrebro,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Bachelor,2,2014,Bydele,Nørrebro,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Bachelor,1,2014,Bydele,Nørrebro,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Lang videregående,8,2014,Bydele,Nørrebro,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Lang videregående,6,2014,Bydele,Nørrebro,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Grundskole mv.,323,2014,Bydele,Nørrebro,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Grundskole mv.,320,2014,Bydele,Nørrebro,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Almen gymnasial,97,2014,Bydele,Nørrebro,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Almen gymnasial,46,2014,Bydele,Nørrebro,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Erhvervsgymnasial,1,2014,Bydele,Nørrebro,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Erhvervsgymnasial,4,2014,Bydele,Nørrebro,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Erhvervsfaglig,337,2014,Bydele,Nørrebro,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Erhvervsfaglig,308,2014,Bydele,Nørrebro,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Kort videregående,21,2014,Bydele,Nørrebro,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Kort videregående,17,2014,Bydele,Nørrebro,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Mellemlang videregående,139,2014,Bydele,Nørrebro,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Mellemlang videregående,273,2014,Bydele,Nørrebro,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Bachelor,24,2014,Bydele,Nørrebro,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Bachelor,30,2014,Bydele,Nørrebro,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Lang videregående,143,2014,Bydele,Nørrebro,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Lang videregående,111,2014,Bydele,Nørrebro,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Grundskole mv.,114,2014,Bydele,Nørrebro,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Grundskole mv.,175,2014,Bydele,Nørrebro,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Almen gymnasial,48,2014,Bydele,Nørrebro,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Almen gymnasial,46,2014,Bydele,Nørrebro,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Erhvervsgymnasial,1,2014,Bydele,Nørrebro,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Erhvervsfaglig,109,2014,Bydele,Nørrebro,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Erhvervsfaglig,89,2014,Bydele,Nørrebro,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Kort videregående,25,2014,Bydele,Nørrebro,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Kort videregående,20,2014,Bydele,Nørrebro,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Mellemlang videregående,28,2014,Bydele,Nørrebro,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Mellemlang videregående,50,2014,Bydele,Nørrebro,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Bachelor,2,2014,Bydele,Nørrebro,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Bachelor,2,2014,Bydele,Nørrebro,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Lang videregående,47,2014,Bydele,Nørrebro,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Lang videregående,30,2014,Bydele,Nørrebro,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Grundskole mv.,5,2014,Bydele,Nørrebro,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Grundskole mv.,3,2014,Bydele,Nørrebro,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Almen gymnasial,1,2014,Bydele,Nørrebro,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Erhvervsfaglig,1,2014,Bydele,Nørrebro,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Mellemlang videregående,2,2014,Bydele,Nørrebro,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Mellemlang videregående,1,2014,Bydele,Nørrebro,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Lang videregående,1,2014,Bydele,Nørrebro,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,16-17 år,Grundskole mv.,495,2014,Bydele,Østerbro,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,16-17 år,Grundskole mv.,480,2014,Bydele,Østerbro,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,16-17 år,Grundskole mv.,21,2014,Bydele,Østerbro,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,16-17 år,Grundskole mv.,25,2014,Bydele,Østerbro,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,16-17 år,Grundskole mv.,75,2014,Bydele,Østerbro,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,16-17 år,Grundskole mv.,43,2014,Bydele,Østerbro,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Grundskole mv.,383,2014,Bydele,Østerbro,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Grundskole mv.,396,2014,Bydele,Østerbro,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Almen gymnasial,91,2014,Bydele,Østerbro,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Almen gymnasial,150,2014,Bydele,Østerbro,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Erhvervsgymnasial,15,2014,Bydele,Østerbro,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Erhvervsgymnasial,9,2014,Bydele,Østerbro,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Erhvervsfaglig,2,2014,Bydele,Østerbro,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Grundskole mv.,27,2014,Bydele,Østerbro,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Grundskole mv.,36,2014,Bydele,Østerbro,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Almen gymnasial,5,2014,Bydele,Østerbro,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Almen gymnasial,1,2014,Bydele,Østerbro,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Grundskole mv.,46,2014,Bydele,Østerbro,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Grundskole mv.,49,2014,Bydele,Østerbro,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Almen gymnasial,6,2014,Bydele,Østerbro,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Almen gymnasial,6,2014,Bydele,Østerbro,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Erhvervsgymnasial,3,2014,Bydele,Østerbro,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Erhvervsgymnasial,2,2014,Bydele,Østerbro,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Grundskole mv.,468,2014,Bydele,Østerbro,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Grundskole mv.,364,2014,Bydele,Østerbro,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Almen gymnasial,1422,2014,Bydele,Østerbro,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Almen gymnasial,2185,2014,Bydele,Østerbro,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Erhvervsgymnasial,334,2014,Bydele,Østerbro,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Erhvervsgymnasial,203,2014,Bydele,Østerbro,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Erhvervsfaglig,207,2014,Bydele,Østerbro,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Erhvervsfaglig,149,2014,Bydele,Østerbro,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Kort videregående,64,2014,Bydele,Østerbro,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Kort videregående,94,2014,Bydele,Østerbro,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Mellemlang videregående,24,2014,Bydele,Østerbro,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Mellemlang videregående,48,2014,Bydele,Østerbro,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Bachelor,317,2014,Bydele,Østerbro,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Bachelor,404,2014,Bydele,Østerbro,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Lang videregående,4,2014,Bydele,Østerbro,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Lang videregående,3,2014,Bydele,Østerbro,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Grundskole mv.,294,2014,Bydele,Østerbro,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Grundskole mv.,537,2014,Bydele,Østerbro,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Almen gymnasial,24,2014,Bydele,Østerbro,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Almen gymnasial,51,2014,Bydele,Østerbro,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Erhvervsgymnasial,7,2014,Bydele,Østerbro,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Erhvervsgymnasial,7,2014,Bydele,Østerbro,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Erhvervsfaglig,7,2014,Bydele,Østerbro,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Erhvervsfaglig,10,2014,Bydele,Østerbro,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Kort videregående,10,2014,Bydele,Østerbro,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Kort videregående,22,2014,Bydele,Østerbro,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Mellemlang videregående,3,2014,Bydele,Østerbro,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Mellemlang videregående,2,2014,Bydele,Østerbro,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Bachelor,20,2014,Bydele,Østerbro,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Bachelor,38,2014,Bydele,Østerbro,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Lang videregående,3,2014,Bydele,Østerbro,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Lang videregående,9,2014,Bydele,Østerbro,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Grundskole mv.,57,2014,Bydele,Østerbro,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Grundskole mv.,29,2014,Bydele,Østerbro,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Almen gymnasial,52,2014,Bydele,Østerbro,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Almen gymnasial,62,2014,Bydele,Østerbro,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Erhvervsgymnasial,17,2014,Bydele,Østerbro,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Erhvervsgymnasial,9,2014,Bydele,Østerbro,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Erhvervsfaglig,9,2014,Bydele,Østerbro,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Erhvervsfaglig,16,2014,Bydele,Østerbro,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Kort videregående,1,2014,Bydele,Østerbro,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Mellemlang videregående,1,2014,Bydele,Østerbro,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Bachelor,10,2014,Bydele,Østerbro,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Bachelor,9,2014,Bydele,Østerbro,Efterkommere,Kvinder
